,colour,onset,event,timestamp,confidence,id,diameter,diameter_3d,orig_idx,diameter_3d_pc,diameter_pc
0,blue,-1.0,2.0,584442.4709916667,0.986495316028595,1.0,55.36679364141836,5.8974988722921085,21817.0,2.1974252453599594,1.636545163892585
1,blue,-0.9833333333333333,2.0,584442.4794213333,0.8666666666666667,1.0,55.123136422237856,5.868830385262764,21818.0,1.6704489580616915,1.1588222918939128
2,blue,-0.9666666666666667,2.0,584442.4881816666,0.9599322496793202,1.0,44.85524171232955,4.716042881692471,21819.0,-19.413202406792784,-18.817471454084593
3,blue,-0.95,2.0,584442.4965769999,0.7082288554388526,1.0,56.836803556002856,5.993739987090183,21820.0,3.9560099997357105,4.492951724229414
4,blue,-0.9333333333333333,2.0,584442.5054043334,0.7226304227502296,1.0,55.65570606659176,5.880210056393625,21821.0,1.8845171570163448,2.1991721166544576
5,blue,-0.9166666666666666,2.0,584442.5150646666,0.6666666666666666,1.0,37.669469960853284,3.976743818362871,21822.0,-32.9257721855736,-32.78771391957827
6,blue,-0.9,2.0,584442.5231423333,0.9460364634143388,1.0,43.18794960439204,4.512359352190903,21823.0,-23.136476352418086,-22.058727408299205
7,blue,-0.8833333333333333,2.0,584442.531453,0.7029297866469308,1.0,57.62380134478783,6.105367595054673,21824.0,6.00615922898704,6.032745153661682
8,blue,-0.8666666666666667,2.0,584442.5389549999,0.7053902432588827,1.0,56.157889100333904,5.9231189485439755,21825.0,2.6735836062273033,3.181417915109256
9,blue,-0.85,2.0,584442.5464406667,0.7041266642796477,1.0,56.2822953197828,5.925635497445122,21826.0,2.7221711707351326,3.4263488423628545
10,blue,-0.8333333333333334,2.0,584442.5550010001,0.7197713234292068,1.0,56.20699576776534,5.950324472402951,21827.0,3.167795992856807,3.2739160680903248
11,blue,-0.8166666666666667,2.0,584442.5630226666,0.9966666666666667,1.0,44.03438844300485,4.67456987348633,21828.0,-20.155042569143884,-20.398192160570378
12,blue,-0.8,2.0,584442.570418,0.759598226526007,1.0,55.65194967877327,5.862992689137493,21829.0,1.5720665830593135,2.194721258088021
13,blue,-0.7833333333333333,2.0,584442.5796833333,0.8090289230587482,1.0,54.553818910364264,5.798045866251225,21830.0,0.3829788191126708,0.056128402366062424
14,blue,-0.7666666666666667,2.0,584442.58886,0.8565995600341153,1.0,55.55904557281361,5.916498424124659,21831.0,2.5339836140206704,1.996824004032505
15,blue,-0.75,2.0,584442.5985316667,0.9966666666666667,1.0,55.197858694266976,5.867032007268011,21832.0,1.6389917228377868,1.3021331171675476
16,blue,-0.7333333333333333,2.0,584442.6060456666,0.9717616438865662,1.0,55.474337669441276,5.897329651370046,21833.0,2.1987659550754213,1.8440188075899868
17,blue,-0.7166666666666667,2.0,584442.6135736667,1.0,1.0,55.39314863593575,5.884445853859518,21834.0,1.9729240674453177,1.6931375601839254
18,blue,-0.7,2.0,584442.6216366667,1.0,1.0,55.23025840157649,5.861480065586959,21835.0,1.5845199997038482,1.4074220850624302
19,blue,-0.6833333333333333,2.0,584442.6296356666,0.9161392334914251,1.0,54.682253571371724,5.797720101008636,21836.0,0.4730937208717904,0.40400391635434146
20,blue,-0.6666666666666666,2.0,584442.637841,0.7542259291000727,1.0,56.65140001852992,5.955598119956203,21837.0,3.211358157362669,3.994905849031468
21,blue,-0.65,2.0,584442.6473866667,0.7230733805334655,1.0,56.17390192052661,5.9173814061451155,21838.0,2.552140815306229,3.127250536262375
22,blue,-0.6333333333333333,2.0,584442.6567396667,0.9135436179892117,1.0,42.901051620161674,4.541670022646439,21839.0,-21.411222678627585,-21.159467602616377
23,blue,-0.6166666666666667,2.0,584442.6642959999,0.709338207176672,1.0,56.503179198334635,5.98172934314355,21840.0,3.6778404795610378,3.7348356705100874
24,blue,-0.6,2.0,584442.6735866666,0.7273913177513505,1.0,56.632838364269894,5.900847650103363,21841.0,2.2708953361193127,3.9757112100639964
25,blue,-0.5833333333333334,2.0,584442.6821403332,0.9487998047925276,1.0,47.193935655395,5.003484746422706,21842.0,-13.355923173083115,-13.290540381563211
26,blue,-0.5666666666666667,2.0,584442.6900953333,0.7867010946907046,1.0,56.382465546357786,5.994826850032457,21843.0,3.908955355053593,3.518205519536673
27,blue,-0.55,2.0,584442.7001486666,0.978732103205726,1.0,52.0843238811926,5.514412845652893,21844.0,-4.4554801504523995,-4.343031681519175
28,blue,-0.5333333333333333,2.0,584442.708101,0.9820997879304066,1.0,53.93337220862213,5.710400341567085,21845.0,-1.0428037658931817,-0.9586558846817027
29,blue,-0.5166666666666667,2.0,584442.7156979999,0.9245297908782959,1.0,54.928724040198496,5.817300618776841,21846.0,0.8214887750641794,0.8615709727419318
30,blue,-0.5,2.0,584442.7242363334,0.968427042166392,1.0,55.453253848728956,5.876196310754042,21847.0,1.8358105419721642,1.811517173083647
31,blue,-0.48333333333333334,2.0,584442.7322986666,0.9965177973111471,1.0,55.60334202729346,5.894038567504555,21848.0,2.15421624030833,2.093938551116481
32,blue,-0.4666666666666667,2.0,584442.740537,0.9779622554779053,1.0,55.72942326701772,5.90894789458553,21849.0,2.4135810195977214,2.325159285401135
33,blue,-0.45,2.0,584442.7483216667,0.9901082317034403,1.0,55.866606846410036,5.924838851206613,21850.0,2.6923180065725028,2.5769316980913524
34,blue,-0.43333333333333335,2.0,584442.7563493332,1.0,1.0,55.795120699170404,5.917415835139767,21851.0,2.5624331434552707,2.445526626388269
35,blue,-0.4166666666666667,2.0,584442.764897,1.0,1.0,55.82359902405611,5.920906558120134,21852.0,2.6203663341771932,2.494547081914966
