,colour,onset,event,timestamp,confidence,id,diameter,diameter_3d,orig_idx,diameter_3d_pc,diameter_pc
0,blue,-1.0,2.0,502706.31741699995,0.11999902297109714,1.0,5.485852480628677,0.35712210919752874,10119.0,-91.96848888847903,-86.57285108138855
1,blue,-0.9833333333333333,2.0,502706.3366816666,0.15432026932773196,1.0,4.8314060654688,0.3120796946207968,10120.0,-92.99113324796603,-88.17467116486937
2,blue,-0.9666666666666667,2.0,502706.3555566667,0.15385472715400664,1.0,5.000229125347156,0.323235898444494,10121.0,-92.7378424548147,-87.7614606076662
3,blue,-0.95,2.0,502706.37827866664,0.11821318796979263,1.0,5.585042755488078,0.3638127809571568,10122.0,-91.81658367201895,-86.33007341361424
4,blue,-0.9333333333333333,2.0,502706.39782333333,0.12771386675399443,1.0,5.8460671657315295,0.38172946267527735,10123.0,-91.40980278178608,-85.69119124859458
5,blue,-0.9166666666666666,2.0,502706.41560199996,0.15000165649997946,1.0,5.142784629878961,0.33285605510829974,10124.0,-92.51942612340638,-87.41254240003263
6,blue,-0.9,2.0,502706.43653166667,0.13657915688892355,1.0,5.196863139364042,0.3361301468848465,10125.0,-92.445091043478,-87.28018008499612
7,blue,-0.8833333333333333,2.0,502706.455041,0.13643913590045184,1.0,5.003348626231645,0.3226594175942437,10126.0,-92.75093089368727,-87.75382533142131
8,blue,-0.8666666666666667,2.0,502706.47644633334,0.12008011559342209,1.0,5.004299603693127,0.3236306756296665,10127.0,-92.72887942151675,-87.75149772329105
9,blue,-0.85,2.0,502706.4998563333,0.13721611065328934,1.0,5.1878801836655555,0.335430809455539,10128.0,-92.46096882188264,-87.30216672670359
10,blue,-0.8333333333333334,2.0,502706.51564299996,0.12706157844679103,1.0,5.627074762188507,0.36669776420103356,10129.0,-91.75108292412854,-86.22719606426655
11,blue,-0.8166666666666667,2.0,502706.5312616667,0.15825040549285746,1.0,4.681534804068682,0.30095918720274994,10130.0,-93.24361358883066,-88.54149538589998
12,blue,-0.8,2.0,502706.553123,0.12760606427987306,1.0,4.692392582003271,0.3018017718804152,10131.0,-93.2244835205139,-88.51491993777358
